timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1677728633995,191,Get_main,200,OK,TestAPI 1-88,text,true,,33636,114,1,1,http://airsense.vn/,124,0,26
1677728634994,236,Get_main,200,OK,TestAPI 1-89,text,true,,33636,114,1,1,http://airsense.vn/,210,0,27
1677728635995,289,Get_main,200,OK,TestAPI 1-90,text,true,,33636,114,1,1,http://airsense.vn/,233,0,26
1677728636994,235,Get_main,200,OK,TestAPI 1-91,text,true,,33636,114,1,1,http://airsense.vn/,208,0,33
1677728637996,234,Get_main,200,OK,TestAPI 1-92,text,true,,33636,114,1,1,http://airsense.vn/,208,0,29
1677728638995,189,Get_main,200,OK,TestAPI 1-93,text,true,,33636,114,1,1,http://airsense.vn/,117,0,26
1677728639995,233,Get_main,200,OK,TestAPI 1-94,text,true,,33636,114,1,1,http://airsense.vn/,207,0,26
1677728640995,290,Get_main,200,OK,TestAPI 1-95,text,true,,33636,114,1,1,http://airsense.vn/,220,0,26
1677728641995,189,Get_main,200,OK,TestAPI 1-96,text,true,,33636,114,1,1,http://airsense.vn/,116,0,26
1677728642996,128,Get_main,200,OK,TestAPI 1-97,text,true,,33636,114,1,1,http://airsense.vn/,101,0,26
1677728643995,232,Get_main,200,OK,TestAPI 1-98,text,true,,33636,114,1,1,http://airsense.vn/,206,0,32
1677728644995,290,Get_main,200,OK,TestAPI 1-99,text,true,,33636,114,1,1,http://airsense.vn/,215,0,26
1677728645995,234,Get_main,200,OK,TestAPI 1-100,text,true,,33636,114,1,1,http://airsense.vn/,201,0,28
